,index,Число участников,Выданные бюллетени,Бюллетени в урнах,Недействительные бюллетени,Голосов за,Голосов против,ТИК,УИК,Явка%,за%,против%,Адрес,Полный адрес,Name,Location
479,УИК №511,550,371,371,2,299,70,Гусь-Хрустальный_район,511,67.45454545454545,80.59299191374663,18.867924528301888,"601572, ¬ладимирска€ область, √усь-’рустальный район,  расноокт€брьское сельское поселение, поселок  расный ќкт€брь, улица ќкт€брьска€, дом 11","601572, ¬ладимирска€ область, √усь-’рустальный район,  расноокт€брьское сельское поселение, поселок  расный ќкт€брь, улица ќкт€брьска€, дом 11, здание сельского дома культуры поселка  расный ќкт€брь",", здание сельского дома культуры поселка  расный ќкт€брь","('40.730154', '55.535208')"
480,УИК №512,681,390,390,2,313,75,Гусь-Хрустальный_район,512,57.26872246696036,80.25641025641026,19.230769230769234,"601542, Владимирская область, Гусь-Хрустальный район, Купреевское сельское поселение, деревня Купреево, улица Школьная, дом 7","601542, Владимирская область, Гусь-Хрустальный район, Купреевское сельское поселение, деревня Купреево, улица Школьная, дом 7, Купреевский дом культуры",", Купреевский дом культуры","('41.023499', '55.331423')"
481,УИК №513,422,295,295,4,212,79,Гусь-Хрустальный_район,513,69.90521327014217,71.86440677966101,26.77966101694915,"601542, Владимирская область, Гусь-Хрустальный район, Купреевское сельское поселение, деревня Тащилово, улица Центральная, дом 1","601542, Владимирская область, Гусь-Хрустальный район, Купреевское сельское поселение, деревня Тащилово, улица Центральная, дом 1, Тащиловский сельский дом культуры",", Тащиловский сельский дом культуры","('41.116385', '55.348575')"
482,УИК №514,470,267,267,0,168,99,Гусь-Хрустальный_район,514,56.80851063829786,62.921348314606746,37.078651685393254,"601542, Владимирская область, Гусь-Хрустальный район, Купреевское сельское поселение, село Колпь, улица Центральная, дом 6","601542, Владимирская область, Гусь-Хрустальный район, Купреевское сельское поселение, село Колпь, улица Центральная, дом 6, Колпский сельский дом культуры",", Колпский сельский дом культуры","('41.046145', '55.241668')"
483,УИК №515,463,221,221,0,164,57,Гусь-Хрустальный_район,515,47.73218142548596,74.2081447963801,25.791855203619914,"601542, Владимирская область, Гусь-Хрустальный район, Купреевское сельское поселение, деревня Таланово, улица Центральная, дом 156","601542, Владимирская область, Гусь-Хрустальный район, Купреевское сельское поселение, деревня Таланово, улица Центральная, дом 156, Талановский сельский дом культуры",", Талановский сельский дом культуры","('41.045526', '55.266481')"
484,УИК №516,227,143,143,0,114,29,Гусь-Хрустальный_район,516,62.99559471365639,79.72027972027972,20.27972027972028,"601542, Владимирская область, Гусь-Хрустальный район, Купреевское сельское поселение, деревня Ново-Дурово, -, дом 4","601542, Владимирская область, Гусь-Хрустальный район, Купреевское сельское поселение, деревня Ново-Дурово, -, дом 4, Ново-Дуровский сельский дом культуры",", Ново-Дуровский сельский дом культуры","('41.10945', '55.284779')"
485,УИК №517,509,366,366,12,299,55,Гусь-Хрустальный_район,517,71.90569744597248,81.69398907103826,15.027322404371589,"601591, Владимирская область, Гусь-Хрустальный район, Уляхинское сельское поселение, деревня Уляхино, улица Колхозная, дом 127","601591, Владимирская область, Гусь-Хрустальный район, Уляхинское сельское поселение, деревня Уляхино, улица Колхозная, дом 127, МКОУ Уляхинская основная общеобразовательная школа",", МКОУ Уляхинская основная общеобразовательная школа","('40.749674', '55.335755')"
486,УИК №518,197,149,149,0,134,15,Гусь-Хрустальный_район,518,75.63451776649747,89.93288590604027,10.06711409395973,"601591, Владимирская область, Гусь-Хрустальный район, Уляхинское сельское поселение, деревня Парахино, улица Парахино II, дом 60","601591, Владимирская область, Гусь-Хрустальный район, Уляхинское сельское поселение, деревня Парахино, улица Парахино II, дом 60, Парахинский сельский дом культуры",", Парахинский сельский дом культуры","('40.797761', '55.259612')"
487,УИК №519,1745,1075,1075,44,783,248,Гусь-Хрустальный_район,519,61.60458452722063,72.83720930232558,23.06976744186047,"601530, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Анопино, поселок Анопино, улица Мира, дом 6","601530, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Анопино, поселок Анопино, улица Мира, дом 6, МБОУ Анопинская средняя общеобразовательная школа",", МБОУ Анопинская средняя общеобразовательная школа","('40.669805', '55.701952')"
488,УИК №520,764,448,448,4,273,171,Гусь-Хрустальный_район,520,58.63874345549738,60.9375,38.169642857142854,"601530, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Анопино, деревня Вашутино, улица Центральная, дом 2а","601530, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Анопино, деревня Вашутино, улица Центральная, дом 2а, МКОУ Вашутинская основная общеоб-разовательная школа",", МКОУ Вашутинская основная общеоб-разовательная школа","('40.73443', '55.705711')"
489,УИК №521,317,175,175,1,144,30,Гусь-Хрустальный_район,521,55.205047318612,82.28571428571428,17.142857142857142,"601530, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Анопино, деревня Никулино, улица Зеленая, дом 8","601530, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Анопино, деревня Никулино, улица Зеленая, дом 8, МКОУ Никулинская начальная общеобразовательная школа",", МКОУ Никулинская начальная общеобразовательная школа","('40.817524', '55.638033')"
490,УИК №522,1604,1015,1015,2,718,295,Гусь-Хрустальный_район,522,63.27930174563591,70.73891625615764,29.064039408867,"601590, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Великодворский, поселок Великодворский, улица Ленина, дом 3","601590, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Великодворский, поселок Великодворский, улица Ленина, дом 3, Дом культуры поселок Великодворский",", Дом культуры поселок Великодворский","('40.666338', '55.247329')"
491,УИК №523,1194,746,746,1,510,235,Гусь-Хрустальный_район,523,62.479061976549396,68.36461126005362,31.501340482573728,"601580, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Добрятино, поселок Добрятино, улица 60 лет Октября, дом 5","601580, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Добрятино, поселок Добрятино, улица 60 лет Октября, дом 5, Дом культуры поселок Добрятино",", Дом культуры поселок Добрятино","('41.31202', '55.510405')"
492,УИК №524,397,245,245,1,207,37,Гусь-Хрустальный_район,524,61.71284634760706,84.48979591836735,15.10204081632653,"601580, Владимирская область, Гусь-Хрустальный район, муниципальное образование  поселок Добрятино, деревня Ильино, улица Школьная, дом 5 а","601580, Владимирская область, Гусь-Хрустальный район, муниципальное образование  поселок Добрятино, деревня Ильино, улица Школьная, дом 5 а, МКОУ Ильинская основная общеобразовательная школа",", МКОУ Ильинская основная общеобразовательная школа","('41.319206', '55.506066')"
493,УИК №525,165,104,104,0,95,9,Гусь-Хрустальный_район,525,63.03030303030302,91.34615384615385,8.653846153846152,"601580, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Добрятино, село Георгиево, улица Школьная, дом 17","601580, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Добрятино, село Георгиево, улица Школьная, дом 17, Георгиевский сельский клуб",", Георгиевский сельский клуб","('41.177398', '55.491569')"
494,УИК №526,1159,636,636,28,433,175,Гусь-Хрустальный_район,526,54.874892148403795,68.08176100628931,27.51572327044025,"601545, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Золотково, поселок Золотково, улица Социалистическая, дом 29","601545, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Золотково, поселок Золотково, улица Социалистическая, дом 29, Дом культуры поселок Золотково",", Дом культуры поселок Золотково","('41.103305', '55.52779')"
495,УИК №527,1034,638,637,76,353,208,Гусь-Хрустальный_район,527,61.605415860735036,55.4160125588697,32.6530612244898,"601545, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Золотково, поселок Золотково, улица Социалистическая, дом 29","601545, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Золотково, поселок Золотково, улица Социалистическая, дом 29, Дом культуры поселок Золотково",", Дом культуры поселок Золотково","('41.103305', '55.52779')"
496,УИК №528,337,207,207,1,153,53,Гусь-Хрустальный_район,528,61.424332344213646,73.91304347826086,25.60386473429952,"601545, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Золотково, разъезд Золотковский, улица Дачная, дом 22","601545, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Золотково, разъезд Золотковский, улица Дачная, дом 22, МКОУ Золотковская основная общеобразовательная школа",", МКОУ Золотковская основная общеобразовательная школа","('41.071334', '55.5073')"
497,УИК №529,597,367,367,1,299,67,Гусь-Хрустальный_район,529,61.47403685092128,81.47138964577655,18.256130790190735,"601545, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Золотково, деревня Икшево, -, дом 213","601545, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Золотково, деревня Икшево, -, дом 213, Администрации муниципального образования поселок Золотково",", Администрации муниципального образования поселок Золотково","('41.102021', '55.530103')"
498,УИК №530,371,262,262,6,189,67,Гусь-Хрустальный_район,530,70.6199460916442,72.13740458015268,25.572519083969464,"601545, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Золотково, деревня Лесниково, улица Центральная, дом 43","601545, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Золотково, деревня Лесниково, улица Центральная, дом 43, МКОУ Лесниковская основная общеобразовательная школа",", МКОУ Лесниковская основная общеобразовательная школа","('41.116394', '55.614643')"
499,УИК №531,1477,751,751,5,524,222,Гусь-Хрустальный_район,531,50.84631008801625,69.77363515312916,29.560585885486017,"601521, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Иванищи, поселок Иванищи, улица Молодёжная, дом 1","601521, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Иванищи, поселок Иванищи, улица Молодёжная, дом 1, Дом культуры поселок Иванищи",", Дом культуры поселок Иванищи","('40.421529', '55.774791')"
500,УИК №532,310,182,182,0,146,36,Гусь-Хрустальный_район,532,58.70967741935483,80.21978021978022,19.78021978021978,"601521, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Иванищи, деревня Неклюдово, переулок Школьный, дом 2","601521, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Иванищи, деревня Неклюдово, переулок Школьный, дом 2, МКОУ Неклюдовская основная общеобразовательная школа",", МКОУ Неклюдовская основная общеобразовательная школа","('40.525015', '55.842019')"
501,УИК №533,1809,880,880,4,591,285,Гусь-Хрустальный_район,533,48.64566058595909,67.1590909090909,32.38636363636363,"601566, Владимирская область, Гусь-Хрустальный район,муниципальное образование поселок Красное Эхо, поселок Красное Эхо, улица Школьная, дом 19","601566, Владимирская область, Гусь-Хрустальный район,муниципальное образование поселок Красное Эхо, поселок Красное Эхо, улица Школьная, дом 19, МБУК ""Центр культурного развития Гусь-Хрустального района""",", МБУК ""Центр культурного развития Гусь-Хрустального района""","('40.709457', '55.793758')"
502,УИК №534,491,289,289,1,226,62,Гусь-Хрустальный_район,534,58.85947046843178,78.20069204152249,21.453287197231838,"601566, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Красное Эхо, деревня Семеновка, улица Сельская Новь, дом 44","601566, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Красное Эхо, деревня Семеновка, улица Сельская Новь, дом 44, Семёновский сельский дом культуры",", Семёновский сельский дом культуры","('40.705262', '55.791607')"
503,УИК №535,238,156,156,1,108,47,Гусь-Хрустальный_район,535,65.54621848739495,69.23076923076923,30.128205128205128,"601566, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Красное Эхо, село Дубасово, -, дом 40","601566, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Красное Эхо, село Дубасово, -, дом 40, Дубасовский сельский клуб",", Дубасовский сельский клуб","('40.705262', '55.791607')"
504,УИК №536,1918,785,785,11,536,238,Гусь-Хрустальный_район,536,40.92805005213764,68.28025477707007,30.31847133757961,"601570, Владимирская область, Гусь-Хрустальный район, город Курлово, улица Советская, дом 1а","601570, Владимирская область, Гусь-Хрустальный район, город Курлово, улица Советская, дом 1а, Дом культуры город Курлово",", Дом культуры город Курлово","('40.609699', '55.4536')"
505,УИК №537,1698,749,749,6,489,254,Гусь-Хрустальный_район,537,44.11071849234394,65.28704939919892,33.91188251001335,"601570, Владимирская область, Гусь-Хрустальный район, город Курлово, улица Советская, дом 1а","601570, Владимирская область, Гусь-Хрустальный район, город Курлово, улица Советская, дом 1а, Дом культуры город Курлово",", Дом культуры город Курлово","('40.609699', '55.4536')"
506,УИК №538,1633,632,632,1,443,188,Гусь-Хрустальный_район,538,38.701775872627074,70.09493670886076,29.746835443037966,"601570, Владимирская область, Гусь-Хрустальный район, город Курлово, улица Советская, дом 1а","601570, Владимирская область, Гусь-Хрустальный район, город Курлово, улица Советская, дом 1а, Дом культуры город Курлово",", Дом культуры город Курлово","('40.609699', '55.4536')"
507,УИК №539,1319,662,662,2,536,124,Гусь-Хрустальный_район,539,50.18953752843064,80.9667673716012,18.731117824773413,"601525, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Мезиновский, поселок Мезиновский, улица Строительная, дом 14","601525, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Мезиновский, поселок Мезиновский, улица Строительная, дом 14, Дом культуры поселок Мезиновский",", Дом культуры поселок Мезиновский","('40.422346', '55.478965')"
508,УИК №540,696,405,405,0,304,101,Гусь-Хрустальный_район,540,58.18965517241379,75.06172839506173,24.93827160493827,"601525, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Мезиновский, деревня Нечаевская, улица Колхозная, дом 64а","601525, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Мезиновский, деревня Нечаевская, улица Колхозная, дом 64а, Нечаевская сельский дом культуры",", Нечаевская сельский дом культуры","('40.600294', '55.503415')"
509,УИК №541,1362,696,696,8,394,294,Гусь-Хрустальный_район,541,51.10132158590308,56.60919540229885,42.24137931034483,"601554, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Уршельский, поселок Уршельский, улица Весёлкина, дом 36","601554, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Уршельский, поселок Уршельский, улица Весёлкина, дом 36, МБОУ Уршельская средняя общеобразовательная школа",", МБОУ Уршельская средняя общеобразовательная школа","('40.220998', '55.671021')"
510,УИК №542,1679,685,685,4,518,163,Гусь-Хрустальный_район,542,40.798094103633105,75.62043795620437,23.79562043795621,"601554, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Уршельский, поселок Уршельский, улица Театральная, дом 1","601554, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Уршельский, поселок Уршельский, улица Театральная, дом 1, Дом культуры поселок Уршельский",", Дом культуры поселок Уршельский","('40.224771', '55.681214')"
511,УИК №543,340,212,212,1,184,27,Гусь-Хрустальный_район,543,62.352941176470594,86.7924528301887,12.735849056603776,"601554, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Уршельский, поселок Тасинский Бор, улица Школьная, дом 5","601554, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Уршельский, поселок Тасинский Бор, улица Школьная, дом 5, Тасин-Борская библиотека-филиал",", Тасин-Борская библиотека-филиал","('40.212706', '55.667081')"
512,УИК №544,428,275,275,0,169,106,Гусь-Хрустальный_район,544,64.25233644859814,61.45454545454545,38.54545454545455,"601554, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Уршельский, поселок Тасинский, улица Новая, дом 1","601554, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Уршельский, поселок Тасинский, улица Новая, дом 1, Тасинский ФАП",", Тасинский ФАП","('40.203786', '55.664106')"
513,УИК №545,363,204,204,0,171,33,Гусь-Хрустальный_район,545,56.19834710743802,83.82352941176471,16.176470588235293,"601554, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Уршельский, деревня Аббакумово, -, дом 19","601554, Владимирская область, Гусь-Хрустальный район, муниципальное образование поселок Уршельский, деревня Аббакумово, -, дом 19, МКОУ Аббакумовская основная общеобразовательная школа",", МКОУ Аббакумовская основная общеобразовательная школа","('40.213856', '55.676473')"
514,УИК №554,2590,869,868,8,580,280,Гусь-Хрустальный_город,554,33.513513513513516,66.82027649769586,32.25806451612903,"601500, Владимирская область, город Гусь-Хрустальный, улица Мира, дом 2","601500, Владимирская область, город Гусь-Хрустальный, улица Мира, дом 2, здание МБОУ ""Средняя  общеобразовательная школа № 10""",", здание МБОУ ""Средняя  общеобразовательная школа № 10""","('40.642407', '55.611384')"
515,УИК №555,2533,971,971,10,664,297,Гусь-Хрустальный_город,555,38.333991314646674,68.38311019567456,30.587023686920706,"601500, Владимирская область, город Гусь-Хрустальный, улица Мира, дом 2","601500, Владимирская область, город Гусь-Хрустальный, улица Мира, дом 2, здание МБОУ ""Средняя  общеобразовательная школа № 10""",", здание МБОУ ""Средняя  общеобразовательная школа № 10""","('40.642407', '55.611384')"
516,УИК №556,1300,510,508,7,352,149,Гусь-Хрустальный_город,556,39.07692307692307,69.29133858267717,29.330708661417322,"601500, Владимирская область, город Гусь-Хрустальный, улица Мира, дом 2","601500, Владимирская область, город Гусь-Хрустальный, улица Мира, дом 2, здание МБОУ ""Средняя  общеобразовательная школа № 10""",", здание МБОУ ""Средняя  общеобразовательная школа № 10""","('40.642407', '55.611384')"
517,УИК №557,1125,487,487,3,335,149,Гусь-Хрустальный_город,557,43.28888888888889,68.78850102669405,30.59548254620123,"601500, Владимирская область, город Гусь-Хрустальный, проспект 50-летия Советской власти, дом 13","601500, Владимирская область, город Гусь-Хрустальный, проспект 50-летия Советской власти, дом 13, здание МБОУ ДОД ""Детская школа искусств"" им. М.А.Балакирева, бывший клуб имени Дзержинского",", здание МБОУ ДОД ""Детская школа искусств"" им. М.А.Балакирева, бывший клуб имени Дзержинского","('40.643646', '55.621379')"
518,УИК №558,2266,764,764,4,551,209,Гусь-Хрустальный_город,558,33.71579876434245,72.12041884816755,27.35602094240837,"601500, Владимирская область, город Гусь-Хрустальный, улица Лесная, дом 18","601500, Владимирская область, город Гусь-Хрустальный, улица Лесная, дом 18, здание ГАПОУ ВО ""Гусь-Хрустальный технологический техникум"" имени Г.Ф.Чехлова",", здание ГАПОУ ВО ""Гусь-Хрустальный технологический техникум"" имени Г.Ф.Чехлова","('40.645928', '55.629247')"
519,УИК №559,1170,479,479,5,365,109,Гусь-Хрустальный_город,559,40.94017094017094,76.20041753653446,22.755741127348646,"601500, Владимирская область, город Гусь-Хрустальный, улица Торфяная, дом 9","601500, Владимирская область, город Гусь-Хрустальный, улица Торфяная, дом 9, здание МБОУ ""Средняя общеобразовательная школа № 4""",", здание МБОУ ""Средняя общеобразовательная школа № 4""","('40.63416', '55.635142')"
520,УИК №560,1045,455,455,2,328,125,Гусь-Хрустальный_город,560,43.54066985645933,72.08791208791209,27.472527472527474,"601500, Владимирская область, город Гусь-Хрустальный, улица Торфяная, дом 9","601500, Владимирская область, город Гусь-Хрустальный, улица Торфяная, дом 9, здание МБОУ ""Средняя общеобразовательная школа № 4""",", здание МБОУ ""Средняя общеобразовательная школа № 4""","('40.63416', '55.635142')"
521,УИК №561,2422,798,798,8,554,236,Гусь-Хрустальный_город,561,32.947976878612714,69.42355889724311,29.57393483709273,"601500, Владимирская область, город Гусь-Хрустальный, улица Торфяная, дом 9","601500, Владимирская область, город Гусь-Хрустальный, улица Торфяная, дом 9, здание МБОУ ""Средняя общеобразовательная школа № 4""",", здание МБОУ ""Средняя общеобразовательная школа № 4""","('40.63416', '55.635142')"
522,УИК №562,1624,609,609,4,428,177,Гусь-Хрустальный_город,562,37.5,70.27914614121511,29.064039408867,"601500, Владимирская область, город Гусь-Хрустальный, улица Менжинского, дом 1","601500, Владимирская область, город Гусь-Хрустальный, улица Менжинского, дом 1, здание МБОУ ""Средняя общеобразовательная школа № 15""",", здание МБОУ ""Средняя общеобразовательная школа № 15""","('40.654489', '55.620835')"
523,УИК №563,746,280,280,3,188,89,Гусь-Хрустальный_город,563,37.53351206434317,67.14285714285714,31.785714285714285,"601500, Владимирская область, город Гусь-Хрустальный, улица Писарева, дом 17","601500, Владимирская область, город Гусь-Хрустальный, улица Писарева, дом 17, здание ГБОУ СПО ВО ""Гусевский стекольный колледж""",", здание ГБОУ СПО ВО ""Гусевский стекольный колледж""","('40.654336', '55.616803')"
524,УИК №564,2857,863,863,4,588,271,Гусь-Хрустальный_город,564,30.20651032551628,68.13441483198146,31.402085747392817,"601500, Владимирская область, город Гусь-Хрустальный, улица Кирова, дом 4","601500, Владимирская область, город Гусь-Хрустальный, улица Кирова, дом 4, здание МБОУ ДОД ""Детская школа искусств"" им. М.А.Балакирева""",", здание МБОУ ДОД ""Детская школа искусств"" им. М.А.Балакирева""","('40.659843', '55.615868')"
525,УИК №565,1250,421,421,6,257,158,Гусь-Хрустальный_город,565,33.68,61.045130641330175,37.52969121140142,"601500, Владимирская область, город Гусь-Хрустальный, улица Ломоносова, дом 28","601500, Владимирская область, город Гусь-Хрустальный, улица Ломоносова, дом 28, здание ГАПОУ ВО ""Гусь-Хрустальный технологический колледж"" имени Г.Ф.Чехлова",", здание ГАПОУ ВО ""Гусь-Хрустальный технологический колледж"" имени Г.Ф.Чехлова","('40.666311', '55.606456')"
526,УИК №566,979,400,400,4,271,125,Гусь-Хрустальный_город,566,40.85801838610828,67.75,31.25,"601500, Владимирская область, город Гусь-Хрустальный, улица Александра Невского, дом 39А","601500, Владимирская область, город Гусь-Хрустальный, улица Александра Невского, дом 39А, здание МБОУ ""Основная общеобразовательная школа № 16""",", здание МБОУ ""Основная общеобразовательная школа № 16""","('40.658154', '55.597388')"
